url,slug,completeness_pct,fields_filled,fields_total,fields_empty,summary_words,technical_words,how_to_open_words,how_to_convert_words,total_words
/filetypes/tini/,tini,58.3,7,12,5,13,155,114,0,282
/filetypes/tipa/,tipa,58.3,7,12,5,13,108,40,0,161
/filetypes/tja/,tja,58.3,7,12,5,13,143,80,0,236
/filetypes/tk/,tk,58.3,7,12,5,13,102,29,0,144
/filetypes/tkfl/,tkfl,58.3,7,12,5,13,12,50,0,75
/filetypes/tla/,tla,58.3,7,12,5,13,80,52,0,145
/filetypes/tlb/,tlb,58.3,7,12,5,13,99,47,0,159
/filetypes/tldr/,tldr,58.3,7,12,5,13,108,54,0,175
/filetypes/tlm/,tlm,58.3,7,12,5,13,70,61,0,144
/filetypes/tlx/,tlx,58.3,7,12,5,13,159,98,0,270
/filetypes/tm/,tm,58.3,7,12,5,13,113,77,0,203
/filetypes/tmap/,tmap,58.3,7,12,5,13,134,90,0,237
/filetypes/tmf/,tmf,58.3,7,12,5,13,135,181,0,329
/filetypes/tmp/,tmp,58.3,7,12,5,13,49,60,0,122
/filetypes/tmproj/,tmproj,58.3,7,12,5,13,79,22,0,114
/filetypes/tmproject/,tmproject,58.3,7,12,5,13,56,22,0,91
/filetypes/tn3/,tn3,58.3,7,12,5,13,70,67,0,150
/filetypes/tnef/,tnef,58.3,7,12,5,13,136,51,0,200
/filetypes/tnfp/,tnfp,58.3,7,12,5,13,165,29,0,207
/filetypes/tnl/,tnl,58.3,7,12,5,13,160,61,0,234
/filetypes/tno/,tno,58.3,7,12,5,13,104,49,0,166
/filetypes/tnz/,tnz,58.3,7,12,5,13,124,56,0,193
/filetypes/toc/,toc,58.3,7,12,5,13,85,84,0,182
/filetypes/toml/,toml,58.3,7,12,5,13,92,38,0,143
/filetypes/toolbox/,toolbox,58.3,7,12,5,13,110,76,0,199
/filetypes/torchdownload/,torchdownload,58.3,7,12,5,13,159,130,0,302
/filetypes/torrent/,torrent,58.3,7,12,5,13,153,91,0,257
/filetypes/tower/,tower,58.3,7,12,5,13,112,40,0,165
/filetypes/tpac/,tpac,58.3,7,12,5,13,98,87,0,198
/filetypes/tpk/,tpk,58.3,7,12,5,13,125,65,0,203
/filetypes/tpse/,tpse,58.3,7,12,5,13,93,40,0,146
/filetypes/tpu/,tpu,58.3,7,12,5,13,138,23,0,174
/filetypes/trace/,trace,58.3,7,12,5,13,41,41,0,95
/filetypes/traineddata/,traineddata,58.3,7,12,5,13,102,26,0,141
/filetypes/transmitservers/,transmitservers,58.3,7,12,5,13,122,38,0,173
/filetypes/transprofile/,transprofile,58.3,7,12,5,13,77,19,0,109
/filetypes/trash/,trash,58.3,7,12,5,13,123,38,0,174
/filetypes/trash_database/,trash_database,58.3,7,12,5,13,109,24,0,146
/filetypes/trashes/,trashes,58.3,7,12,5,13,150,23,0,186
/filetypes/trashinfo/,trashinfo,58.3,7,12,5,13,90,36,0,139
/filetypes/trb/,trb,58.3,7,12,5,13,59,43,0,115
/filetypes/trg/,trg,58.3,7,12,5,13,89,91,0,193
/filetypes/trim.nds/,trim.nds,58.3,7,12,5,13,208,30,0,251
/filetypes/trm/,trm,58.3,7,12,5,13,0,0,0,13
/filetypes/trmap/,trmap,58.3,7,12,5,13,91,59,0,163
/filetypes/trtx/,trtx,58.3,7,12,5,13,122,93,0,228
/filetypes/truck/,truck,58.3,7,12,5,13,202,130,0,345
/filetypes/tscdf/,tscdf,58.3,7,12,5,13,145,43,0,201
/filetypes/tscshadervid/,tscshadervid,58.3,7,12,5,13,119,171,0,303
/filetypes/tsd/,tsd,58.3,7,12,5,13,95,61,0,169
/filetypes/tse/,tse,58.3,7,12,5,13,72,18,0,103
/filetypes/tsk/,tsk,58.3,7,12,5,13,103,79,0,195
/filetypes/tspeed/,tspeed,58.3,7,12,5,13,168,89,0,270
/filetypes/tsx/,tsx,58.3,7,12,5,13,84,58,0,155
/filetypes/tsz/,tsz,58.3,7,12,5,13,94,77,0,184
/filetypes/tt19/,tt19,58.3,7,12,5,13,144,109,0,266
/filetypes/tt2/,tt2,58.3,7,12,5,13,162,66,0,241
/filetypes/tt20/,tt20,58.3,7,12,5,13,156,109,0,278
/filetypes/tt2018state/,tt2018state,58.3,7,12,5,13,96,11,0,120
/filetypes/tt21/,tt21,58.3,7,12,5,13,123,89,0,225
/filetypes/tt22/,tt22,58.3,7,12,5,13,83,84,0,180
/filetypes/tt23/,tt23,58.3,7,12,5,13,132,80,0,225
/filetypes/tt24/,tt24,58.3,7,12,5,13,111,81,0,205
/filetypes/tta/,tta,58.3,7,12,5,13,84,65,0,162
/filetypes/ttarch/,ttarch,58.3,7,12,5,13,64,24,0,101
/filetypes/ttarch2/,ttarch2,58.3,7,12,5,13,94,24,0,131
/filetypes/ttconfig/,ttconfig,58.3,7,12,5,13,139,73,0,225
/filetypes/ttml/,ttml,58.3,7,12,5,13,131,97,0,241
/filetypes/ttr/,ttr,58.3,7,12,5,13,79,78,0,170
/filetypes/ttrm/,ttrm,58.3,7,12,5,13,71,77,0,161
/filetypes/ttt/,ttt,58.3,7,12,5,13,87,41,0,141
/filetypes/ttxfolder/,ttxfolder,58.3,7,12,5,13,86,38,0,137
/filetypes/tup/,tup,58.3,7,12,5,13,120,38,0,171
/filetypes/tut/,tut,58.3,7,12,5,13,76,16,0,105
/filetypes/tvl/,tvl,58.3,7,12,5,13,71,8,0,92
/filetypes/twld/,twld,58.3,7,12,5,13,90,47,0,150
/filetypes/twt/,twt,58.3,7,12,5,13,106,26,0,145
/filetypes/txbn/,txbn,58.3,7,12,5,13,60,87,0,160
/filetypes/ty/,ty,58.3,7,12,5,13,182,87,0,282
/filetypes/ty%2B/,ty%2b,58.3,7,12,5,13,129,128,0,270
/filetypes/typ/,typ,58.3,7,12,5,13,108,74,0,195
/filetypes/tzd/,tzd,58.3,7,12,5,13,101,30,0,144
/filetypes/u/,u,58.3,7,12,5,13,113,47,0,173
/filetypes/u2k/,u2k,58.3,7,12,5,13,119,33,0,165
/filetypes/uae/,uae,58.3,7,12,5,13,82,60,0,155
/filetypes/uasset/,uasset,58.3,7,12,5,13,59,140,0,212
/filetypes/ubz/,ubz,58.3,7,12,5,13,72,85,0,170
/filetypes/uc/,uc,58.3,7,12,5,13,79,64,0,156
/filetypes/uc2/,uc2,58.3,7,12,5,13,89,38,0,140
/filetypes/ued/,ued,58.3,7,12,5,13,69,38,0,120
/filetypes/uexp/,uexp,58.3,7,12,5,13,93,45,0,151
/filetypes/uf2/,uf2,58.3,7,12,5,13,106,123,0,242
/filetypes/ufd/,ufd,58.3,7,12,5,13,117,55,0,185
/filetypes/ufdr/,ufdr,58.3,7,12,5,13,120,28,0,161
/filetypes/ufdx/,ufdx,58.3,7,12,5,13,117,55,0,185
/filetypes/ui4jd/,ui4jd,58.3,7,12,5,13,90,39,0,142
/filetypes/uinfo/,uinfo,58.3,7,12,5,13,72,18,0,103
/filetypes/uiwix/,uiwix,58.3,7,12,5,13,89,57,0,159
/filetypes/ulp/,ulp,58.3,7,12,5,13,254,85,0,352
/filetypes/uni/,uni,58.3,7,12,5,13,82,25,0,120
/filetypes/unis/,unis,58.3,7,12,5,13,141,95,0,249
/filetypes/unity3d/,unity3d,58.3,7,12,5,13,97,71,0,181
/filetypes/unitypackage/,unitypackage,58.3,7,12,5,13,166,62,0,241
/filetypes/unityweb/,unityweb,58.3,7,12,5,13,155,41,0,209
/filetypes/unr/,unr,58.3,7,12,5,13,95,43,0,151
/filetypes/up/,up,58.3,7,12,5,13,44,115,0,172
/filetypes/upgrades/,upgrades,58.3,7,12,5,13,85,40,0,138
/filetypes/upk/,upk,58.3,7,12,5,13,107,65,0,185
/filetypes/uproject/,uproject,58.3,7,12,5,13,141,71,0,225
/filetypes/urcl/,urcl,58.3,7,12,5,13,83,79,0,175
/filetypes/urlx/,urlx,58.3,7,12,5,13,97,56,0,166
/filetypes/urr/,urr,58.3,7,12,5,13,47,15,0,75
/filetypes/userreturn/,userreturn,58.3,7,12,5,13,75,35,0,123
/filetypes/usm/,usm,58.3,7,12,5,13,58,84,0,155
/filetypes/utm/,utm,58.3,7,12,5,13,152,50,0,215
/filetypes/utv/,utv,58.3,7,12,5,13,108,71,0,192
/filetypes/utx/,utx,58.3,7,12,5,13,59,45,0,117
/filetypes/utxt/,utxt,58.3,7,12,5,13,99,25,0,137
/filetypes/uvm/,uvm,58.3,7,12,5,13,37,23,0,73
/filetypes/uvprojx/,uvprojx,58.3,7,12,5,13,83,48,0,144
/filetypes/uw8/,uw8,58.3,7,12,5,13,73,45,0,131
/filetypes/uwf/,uwf,58.3,7,12,5,13,61,18,0,92
/filetypes/uxx/,uxx,58.3,7,12,5,13,88,23,0,124
/filetypes/uzed/,uzed,58.3,7,12,5,13,119,87,0,219
/filetypes/v5cpp/,v5cpp,58.3,7,12,5,13,118,64,0,195
/filetypes/v5python/,v5python,58.3,7,12,5,13,112,79,0,204
/filetypes/v64/,v64,58.3,7,12,5,13,98,27,0,138
/filetypes/vac/,vac,58.3,7,12,5,13,42,10,0,65
/filetypes/vacb/,vacb,58.3,7,12,5,13,58,8,0,79
/filetypes/vao-patch/,vao-patch,58.3,7,12,5,13,106,63,0,182
/filetypes/vbg/,vbg,58.3,7,12,5,13,103,65,0,181
/filetypes/vbi/,vbi,58.3,7,12,5,13,115,52,0,180
/filetypes/vbproj/,vbproj,58.3,7,12,5,13,197,41,0,251
/filetypes/vbs/,vbs,58.3,7,12,5,13,109,21,0,143
/filetypes/vbt/,vbt,58.3,7,12,5,13,204,41,0,258
/filetypes/vcf/,vcf,58.3,7,12,5,13,205,127,0,345
/filetypes/vcfg/,vcfg,58.3,7,12,5,13,134,37,0,184
/filetypes/vcproj/,vcproj,58.3,7,12,5,13,96,61,0,170
/filetypes/vcxproj/,vcxproj,58.3,7,12,5,13,225,41,0,279
/filetypes/vdata/,vdata,58.3,7,12,5,13,24,152,0,189
/filetypes/vdex/,vdex,58.3,7,12,5,13,112,24,0,149
/filetypes/vdi/,vdi,58.3,7,12,5,13,86,84,0,183
/filetypes/vdoc/,vdoc,58.3,7,12,5,13,121,46,0,180
/filetypes/vdplugin/,vdplugin,58.3,7,12,5,13,79,49,0,141
/filetypes/vds/,vds,58.3,7,12,5,13,111,41,0,165
/filetypes/vegaswindowlayout/,vegaswindowlayout,58.3,7,12,5,13,74,28,0,115
/filetypes/version/,version,58.3,7,12,5,13,98,24,0,135
/filetypes/vert/,vert,58.3,7,12,5,13,205,52,0,270
/filetypes/vfs/,vfs,58.3,7,12,5,13,82,34,0,129
/filetypes/vhd/,vhd,58.3,7,12,5,13,42,66,0,121
/filetypes/vhdpmem/,vhdpmem,58.3,7,12,5,13,88,22,0,123
/filetypes/vib/,vib,58.3,7,12,5,13,111,51,0,175
/filetypes/vibr/,vibr,58.3,7,12,5,13,66,36,0,115
/filetypes/vidomi/,vidomi,58.3,7,12,5,13,131,27,0,171
/filetypes/vii/,vii,58.3,7,12,5,13,134,25,0,172
/filetypes/vital/,vital,58.3,7,12,5,13,115,43,0,171
/filetypes/vitalbank/,vitalbank,58.3,7,12,5,13,138,41,0,192
/filetypes/vivo/,vivo,58.3,7,12,5,13,63,12,0,88
/filetypes/vlm/,vlm,58.3,7,12,5,13,131,30,0,174
/filetypes/vmat/,vmat,58.3,7,12,5,13,128,42,0,183
/filetypes/vmat_c/,vmat_c,58.3,7,12,5,13,110,50,0,173
/filetypes/vmdk/,vmdk,58.3,7,12,5,13,144,70,0,227
/filetypes/vmdk-converttmp/,vmdk-converttmp,58.3,7,12,5,13,133,21,0,167
/filetypes/vmem/,vmem,58.3,7,12,5,13,166,25,0,204
/filetypes/vmf/,vmf,58.3,7,12,5,13,80,38,0,131
/filetypes/vmix/,vmix,58.3,7,12,5,13,89,25,0,127
/filetypes/vmm/,vmm,58.3,7,12,5,13,73,41,0,127
/filetypes/vms/,vms,58.3,7,12,5,13,114,27,0,154
/filetypes/vmsd/,vmsd,58.3,7,12,5,13,128,78,0,219
/filetypes/vmsn/,vmsn,58.3,7,12,5,13,125,50,0,188
/filetypes/vmss/,vmss,58.3,7,12,5,13,158,33,0,204
/filetypes/vmtm/,vmtm,58.3,7,12,5,13,105,74,0,192
/filetypes/vmu/,vmu,58.3,7,12,5,13,118,24,0,155
/filetypes/vmwarevm/,vmwarevm,58.3,7,12,5,13,87,144,0,244
/filetypes/vmx/,vmx,58.3,7,12,5,13,195,71,0,279
/filetypes/vmxf/,vmxf,58.3,7,12,5,13,128,26,0,167
/filetypes/voi/,voi,58.3,7,12,5,13,87,36,0,136
/filetypes/voicecontrolcommands/,voicecontrolcommands,58.3,7,12,5,13,141,125,0,279
/filetypes/vol/,vol,58.3,7,12,5,13,120,71,0,204
/filetypes/voom/,voom,58.3,7,12,5,13,156,68,0,237
/filetypes/voxpack/,voxpack,58.3,7,12,5,13,74,24,0,111
/filetypes/vp4/,vp4,58.3,7,12,5,13,226,55,0,294
/filetypes/vp5/,vp5,58.3,7,12,5,13,113,57,0,183
/filetypes/vpb/,vpb,58.3,7,12,5,13,195,53,0,261
/filetypes/vpc6/,vpc6,58.3,7,12,5,13,47,38,0,98
/filetypes/vpc7/,vpc7,58.3,7,12,5,13,51,38,0,102
/filetypes/vpdoc/,vpdoc,58.3,7,12,5,13,184,39,0,236
/filetypes/vpp/,vpp,58.3,7,12,5,13,46,73,0,132
/filetypes/vpr/,vpr,58.3,7,12,5,13,87,39,0,139
/filetypes/vproj/,vproj,58.3,7,12,5,13,181,32,0,226
/filetypes/vqa/,vqa,58.3,7,12,5,13,69,35,0,117
/filetypes/vrca/,vrca,58.3,7,12,5,13,128,48,0,189
/filetypes/vrcw/,vrcw,58.3,7,12,5,13,161,132,0,306
/filetypes/vrm/,vrm,58.3,7,12,5,13,102,47,0,162
/filetypes/vrmanifest/,vrmanifest,58.3,7,12,5,13,203,47,0,263
/filetypes/vrml/,vrml,58.3,7,12,5,13,0,0,0,13
/filetypes/vrpackage/,vrpackage,58.3,7,12,5,13,75,82,0,170
/filetypes/vsa/,vsa,58.3,7,12,5,13,127,33,0,173
/filetypes/vscodeignore/,vscodeignore,58.3,7,12,5,13,217,38,0,268
/filetypes/vsix/,vsix,58.3,7,12,5,13,124,81,0,218
/filetypes/vsixmanifest/,vsixmanifest,58.3,7,12,5,13,140,55,0,208
/filetypes/vsmeta/,vsmeta,58.3,7,12,5,13,172,34,0,219
/filetypes/vsr/,vsr,58.3,7,12,5,13,55,23,0,91
/filetypes/vsrx/,vsrx,58.3,7,12,5,13,74,66,0,153
/filetypes/vss/,vss,58.3,7,12,5,13,79,29,0,121
/filetypes/vssx/,vssx,58.3,7,12,5,13,94,56,0,163
/filetypes/vst/,vst,58.3,7,12,5,13,112,49,0,174
/filetypes/vstpreset/,vstpreset,58.3,7,12,5,13,123,80,0,216
/filetypes/vtex_c/,vtex_c,58.3,7,12,5,13,172,61,0,246
/filetypes/vtofu/,vtofu,58.3,7,12,5,13,62,34,0,109
/filetypes/vtym/,vtym,58.3,7,12,5,13,99,64,0,176
/filetypes/vvc/,vvc,58.3,7,12,5,13,156,34,0,203
/filetypes/vvvvvv/,vvvvvv,58.3,7,12,5,13,90,43,0,146
/filetypes/vwr/,vwr,58.3,7,12,5,13,30,18,0,61
/filetypes/vzm/,vzm,58.3,7,12,5,13,114,93,0,220
/filetypes/w64/,w64,58.3,7,12,5,13,67,33,0,113
/filetypes/wacz/,wacz,58.3,7,12,5,13,118,27,0,158
/filetypes/wad/,wad,58.3,7,12,5,13,148,49,0,210
/filetypes/wal/,wal,58.3,7,12,5,13,109,75,0,197
/filetypes/waltex/,waltex,58.3,7,12,5,13,83,17,0,113
/filetypes/warc/,warc,58.3,7,12,5,13,85,28,0,126
/filetypes/warpgrid/,warpgrid,58.3,7,12,5,13,127,57,0,197
/filetypes/wastickers/,wastickers,58.3,7,12,5,13,90,86,0,189
/filetypes/watchface/,watchface,58.3,7,12,5,13,129,82,0,224
/filetypes/wb4/,wb4,58.3,7,12,5,13,50,20,0,83
/filetypes/wbax/,wbax,58.3,7,12,5,13,87,34,0,134
/filetypes/wbcat/,wbcat,58.3,7,12,5,13,100,26,0,139
/filetypes/wbf1/,wbf1,58.3,7,12,5,13,132,135,0,280
/filetypes/wbfs/,wbfs,58.3,7,12,5,13,112,81,0,206
/filetypes/wbk/,wbk,58.3,7,12,5,13,117,30,0,160
/filetypes/wbn/,wbn,58.3,7,12,5,13,153,26,0,192
/filetypes/wbox/,wbox,58.3,7,12,5,13,104,37,0,154
/filetypes/wbx/,wbx,58.3,7,12,5,13,86,28,0,127
/filetypes/wc3/,wc3,58.3,7,12,5,13,98,34,0,145
/filetypes/wcf/,wcf,58.3,7,12,5,13,53,32,0,98
/filetypes/wclassic/,wclassic,58.3,7,12,5,13,72,25,0,110
/filetypes/wcm/,wcm,58.3,7,12,5,13,96,79,0,188
/filetypes/wdl/,wdl,58.3,7,12,5,13,106,28,0,147
/filetypes/wdmon/,wdmon,58.3,7,12,5,13,168,50,0,231
/filetypes/weapon/,weapon,58.3,7,12,5,13,98,40,0,151
/filetypes/weavelibrary/,weavelibrary,58.3,7,12,5,13,64,32,0,109
/filetypes/webarchive/,webarchive,58.3,7,12,5,13,112,80,0,205
/filetypes/webmanifest/,webmanifest,58.3,7,12,5,13,367,33,0,413
/filetypes/webvtt/,webvtt,58.3,7,12,5,4,19,77,0,100
/filetypes/werd/,werd,58.3,7,12,5,13,199,59,0,271
/filetypes/wf4/,wf4,58.3,7,12,5,13,117,20,0,150
/filetypes/wgi/,wgi,58.3,7,12,5,13,40,44,0,97
/filetypes/wgt/,wgt,58.3,7,12,5,13,125,20,0,158
/filetypes/whacker/,whacker,58.3,7,12,5,13,114,52,0,179
/filetypes/wheel/,wheel,58.3,7,12,5,13,184,59,0,256
/filetypes/wick/,wick,58.3,7,12,5,13,96,66,0,175
/filetypes/win/,win,58.3,7,12,5,13,97,28,0,138
/filetypes/winmd/,winmd,58.3,7,12,5,13,92,20,0,125
/filetypes/wiot/,wiot,58.3,7,12,5,13,117,95,0,225
/filetypes/wk5/,wk5,58.3,7,12,5,13,53,14,0,80
/filetypes/wkdownload/,wkdownload,58.3,7,12,5,13,102,65,0,180
/filetypes/wks/,wks,58.3,7,12,5,13,145,59,0,217
/filetypes/wkt/,wkt,58.3,7,12,5,13,116,45,0,174
/filetypes/wku/,wku,58.3,7,12,5,13,65,26,0,104
/filetypes/wl/,wl,58.3,7,12,5,13,130,79,0,222
/filetypes/wl1/,wl1,58.3,7,12,5,13,83,36,0,132
/filetypes/wl3/,wl3,58.3,7,12,5,13,86,36,0,135
/filetypes/wl6/,wl6,58.3,7,12,5,13,48,28,0,89
/filetypes/wld/,wld,58.3,7,12,5,13,138,82,0,233
/filetypes/wll/,wll,58.3,7,12,5,13,147,29,0,189
/filetypes/wlmx/,wlmx,58.3,7,12,5,13,98,108,0,219
/filetypes/wlt/,wlt,58.3,7,12,5,13,118,62,0,193
/filetypes/wlu/,wlu,58.3,7,12,5,13,118,34,0,165
/filetypes/wmdl/,wmdl,58.3,7,12,5,13,57,23,0,93
/filetypes/wncry/,wncry,58.3,7,12,5,13,108,61,0,182
/filetypes/wncryt/,wncryt,58.3,7,12,5,13,99,65,0,177
/filetypes/worldpack/,worldpack,58.3,7,12,5,13,141,116,0,270
/filetypes/wotbreplay/,wotbreplay,58.3,7,12,5,13,114,53,0,180
/filetypes/wp2/,wp2,58.3,7,12,5,13,94,45,0,152
/filetypes/wpa/,wpa,58.3,7,12,5,13,71,23,0,107
/filetypes/wpf/,wpf,58.3,7,12,5,13,106,22,0,141
/filetypes/wpp/,wpp,58.3,7,12,5,13,119,36,0,168
/filetypes/wpt/,wpt,58.3,7,12,5,13,94,54,0,161
/filetypes/wr1/,wr1,58.3,7,12,5,13,20,119,0,152
/filetypes/wrf/,wrf,58.3,7,12,5,13,123,42,0,178
/filetypes/wrui/,wrui,58.3,7,12,5,13,109,103,0,225
/filetypes/ws/,ws,58.3,7,12,5,13,87,51,0,151
/filetypes/wsb/,wsb,58.3,7,12,5,13,198,67,0,278
/filetypes/wsve/,wsve,58.3,7,12,5,13,97,22,0,132
/filetypes/wsxkey/,wsxkey,58.3,7,12,5,13,85,27,0,125
/filetypes/wsz/,wsz,58.3,7,12,5,13,184,79,0,276
/filetypes/wt/,wt,58.3,7,12,5,13,71,52,0,136
/filetypes/wtcamp/,wtcamp,58.3,7,12,5,13,113,49,0,175
/filetypes/wtx/,wtx,58.3,7,12,5,13,61,39,0,113
/filetypes/wuhb/,wuhb,58.3,7,12,5,13,111,46,0,170
/filetypes/wup/,wup,58.3,7,12,5,13,96,59,0,168
/filetypes/wus/,wus,58.3,7,12,5,13,60,39,0,112
/filetypes/wut/,wut,58.3,7,12,5,13,83,47,0,143
/filetypes/wve/,wve,58.3,7,12,5,13,116,22,0,151
/filetypes/wxb/,wxb,58.3,7,12,5,13,126,78,0,217
/filetypes/x/,x,58.3,7,12,5,13,0,0,0,13
/filetypes/x3g/,x3g,58.3,7,12,5,13,73,57,0,143
/filetypes/x64/,x64,58.3,7,12,5,13,120,33,0,166
/filetypes/xaero/,xaero,58.3,7,12,5,13,75,47,0,135
/filetypes/xc/,xc,58.3,7,12,5,13,107,64,0,184
/filetypes/xcfilelist/,xcfilelist,58.3,7,12,5,13,215,81,0,309
/filetypes/xcodeproj/,xcodeproj,58.3,7,12,5,13,91,71,0,175
/filetypes/xcp/,xcp,58.3,7,12,5,13,120,60,0,193
/filetypes/xcuserstate/,xcuserstate,58.3,7,12,5,13,150,62,0,225
/filetypes/xcworkspace/,xcworkspace,58.3,7,12,5,13,93,103,0,209
/filetypes/xcworkspacedata/,xcworkspacedata,58.3,7,12,5,13,79,52,0,144
/filetypes/xcz/,xcz,58.3,7,12,5,13,116,38,0,167
/filetypes/xdelta/,xdelta,58.3,7,12,5,13,145,34,0,192
/filetypes/xef/,xef,58.3,7,12,5,13,53,42,0,108
/filetypes/xep/,xep,58.3,7,12,5,13,41,18,0,72
/filetypes/xes/,xes,58.3,7,12,5,13,51,43,0,107
/filetypes/xesc/,xesc,58.3,7,12,5,13,59,108,0,180
/filetypes/xet/,xet,58.3,7,12,5,13,77,17,0,107
/filetypes/xev/,xev,58.3,7,12,5,13,34,24,0,71
/filetypes/xex/,xex,58.3,7,12,5,13,48,100,0,161
/filetypes/xexp/,xexp,58.3,7,12,5,13,99,37,0,149
/filetypes/xez/,xez,58.3,7,12,5,13,31,51,0,95
/filetypes/xface/,xface,58.3,7,12,5,13,117,50,0,180
/filetypes/xfp/,xfp,58.3,7,12,5,13,117,67,0,197
/filetypes/xfs/,xfs,58.3,7,12,5,13,79,33,0,125
/filetypes/xft/,xft,58.3,7,12,5,13,92,19,0,124
/filetypes/xgf/,xgf,58.3,7,12,5,13,87,55,0,155
/filetypes/xgm/,xgm,58.3,7,12,5,13,29,15,0,57
/filetypes/xi/,xi,58.3,7,12,5,13,73,46,0,132
/filetypes/xla/,xla,58.3,7,12,5,13,105,42,0,160
/filetypes/xlam/,xlam,58.3,7,12,5,13,118,42,0,173
/filetypes/xlb/,xlb,58.3,7,12,5,13,178,29,0,220
/filetypes/xlc/,xlc,58.3,7,12,5,13,102,22,0,137
/filetypes/xliff/,xliff,58.3,7,12,5,13,38,41,0,92
/filetypes/xlk/,xlk,58.3,7,12,5,13,243,72,0,328
/filetypes/xll/,xll,58.3,7,12,5,13,104,63,0,180
/filetypes/xlm/,xlm,58.3,7,12,5,13,127,142,0,282
/filetypes/xlog/,xlog,58.3,7,12,5,13,116,53,0,182
/filetypes/xlshtml/,xlshtml,58.3,7,12,5,13,74,19,0,106
/filetypes/xlsmhtml/,xlsmhtml,58.3,7,12,5,13,60,19,0,92
/filetypes/xlt/,xlt,58.3,7,12,5,13,92,49,0,154
/filetypes/xlthtml/,xlthtml,58.3,7,12,5,13,76,19,0,108
/filetypes/xltm/,xltm,58.3,7,12,5,13,146,93,0,252
/filetypes/xltx/,xltx,58.3,7,12,5,13,117,94,0,224
/filetypes/xlv/,xlv,58.3,7,12,5,13,84,42,0,139
/filetypes/xlw/,xlw,58.3,7,12,5,13,121,45,0,179
/filetypes/xmdx/,xmdx,58.3,7,12,5,13,70,53,0,136
/filetypes/xml-prev/,xml-prev,58.3,7,12,5,13,187,46,0,246
/filetypes/xmlc/,xmlc,58.3,7,12,5,13,76,72,0,161
/filetypes/xmlper/,xmlper,58.3,7,12,5,13,120,15,0,148
/filetypes/xmmas/,xmmas,58.3,7,12,5,13,124,38,0,175
/filetypes/xmwx/,xmwx,58.3,7,12,5,13,163,57,0,233
/filetypes/xmzx/,xmzx,58.3,7,12,5,13,128,48,0,189
/filetypes/xnb/,xnb,58.3,7,12,5,13,82,63,0,158
/filetypes/xoht/,xoht,58.3,7,12,5,13,97,51,0,161
/filetypes/xol/,xol,58.3,7,12,5,13,95,31,0,139
/filetypes/xopp/,xopp,58.3,7,12,5,13,81,20,0,114
/filetypes/xp/,xp,58.3,7,12,5,13,62,12,0,87
/filetypes/xqt/,xqt,58.3,7,12,5,13,28,14,0,55
/filetypes/xsig/,xsig,58.3,7,12,5,13,77,68,0,158
/filetypes/xsl/,xsl,58.3,7,12,5,13,157,69,0,239
/filetypes/xso/,xso,58.3,7,12,5,13,135,22,0,170
/filetypes/xsosd/,xsosd,58.3,7,12,5,13,109,44,0,166
/filetypes/xsq/,xsq,58.3,7,12,5,13,153,66,0,232
/filetypes/xstage/,xstage,58.3,7,12,5,13,125,53,0,191
/filetypes/xsx/,xsx,58.3,7,12,5,13,69,79,0,161
/filetypes/xtbl/,xtbl,58.3,7,12,5,13,160,44,0,217
/filetypes/xva/,xva,58.3,7,12,5,13,114,81,0,208
/filetypes/xwi/,xwi,58.3,7,12,5,13,115,35,0,163
/filetypes/xwm/,xwm,58.3,7,12,5,13,123,38,0,174
/filetypes/xwma/,xwma,58.3,7,12,5,13,122,38,0,173
/filetypes/xwmc/,xwmc,58.3,7,12,5,13,58,39,0,110
/filetypes/xx/,xx,58.3,7,12,5,13,114,38,0,165
/filetypes/xy3/,xy3,58.3,7,12,5,13,75,69,0,157
/filetypes/xyp/,xyp,58.3,7,12,5,13,83,50,0,146
/filetypes/xyt/,xyt,58.3,7,12,5,13,120,33,0,166
/filetypes/yaf/,yaf,58.3,7,12,5,13,75,58,0,146
/filetypes/yaml/,yaml,58.3,7,12,5,13,131,58,0,202
/filetypes/yang/,yang,58.3,7,12,5,13,99,52,0,164
/filetypes/yanm/,yanm,58.3,7,12,5,13,73,20,0,106
/filetypes/yc/,yc,58.3,7,12,5,13,25,19,0,57
/filetypes/ycd/,ycd,58.3,7,12,5,13,172,31,0,216
/filetypes/ydd/,ydd,58.3,7,12,5,13,42,57,0,112
/filetypes/ygh/,ygh,58.3,7,12,5,13,32,41,0,86
/filetypes/ykcol/,ykcol,58.3,7,12,5,13,129,28,0,170
/filetypes/ymam/,ymam,58.3,7,12,5,13,68,20,0,101
/filetypes/ymi/,ymi,58.3,7,12,5,13,73,47,0,133
/filetypes/yml/,yml,58.3,7,12,5,13,77,61,0,151
/filetypes/ymt/,ymt,58.3,7,12,5,13,106,24,0,143
/filetypes/yncp/,yncp,58.3,7,12,5,13,63,8,0,84
/filetypes/yobj/,yobj,58.3,7,12,5,13,82,33,0,128
/filetypes/yogi/,yogi,58.3,7,12,5,13,35,43,0,91
/filetypes/yop/,yop,58.3,7,12,5,13,65,43,0,121
/filetypes/yoti/,yoti,58.3,7,12,5,13,154,97,0,264
/filetypes/yrcbck/,yrcbck,58.3,7,12,5,13,132,55,0,200
/filetypes/ysce/,ysce,58.3,7,12,5,13,55,20,0,88
/filetypes/ytdl/,ytdl,58.3,7,12,5,13,101,58,0,172
